type,tident,ident,Latitude,Longitude,y_proj,x_proj,comment,new_trk,new_seg,display,color,altitude,depth,temp,time,model,filename,ltime,desc,link
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3340643384,-82.5718165096,27.3340643384,-82.5718165096,,False,False,,,20.32,,,2019/06/14 11:26:52+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:26:52,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3340891488,-82.571655577,27.3340891488,-82.571655577,,False,False,,,20.32,,,2019/06/14 11:27:02+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:27:02,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3341040686,-82.5714951474,27.3341040686,-82.5714951474,,False,False,,,20.32,,,2019/06/14 11:27:12+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:27:12,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3341142107,-82.5713382382,27.3341142107,-82.5713382382,,False,False,,,20.32,,,2019/06/14 11:27:22+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:27:22,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.33410432,-82.5711881183,27.33410432,-82.5711881183,,False,False,,,20.81,,,2019/06/14 11:27:32+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:27:32,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3341090139,-82.5710457098,27.3341090139,-82.5710457098,,False,False,,,20.32,,,2019/06/14 11:27:42+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:27:42,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3341397755,-82.5708110165,27.3341397755,-82.5708110165,,False,False,,,20.32,,,2019/06/14 11:27:52+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:27:52,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3341915756,-82.5705776643,27.3341915756,-82.5705776643,,False,False,,,20.32,,,2019/06/14 11:28:02+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:28:02,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3342574574,-82.5703469943,27.3342574574,-82.5703469943,,False,False,,,20.32,,,2019/06/14 11:28:12+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:28:12,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3342887219,-82.5701215211,27.3342887219,-82.5701215211,,False,False,,,20.32,,,2019/06/14 11:28:22+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:28:22,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3343178071,-82.5698890071,27.3343178071,-82.5698890071,,False,False,,,20.32,,,2019/06/14 11:28:32+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:28:32,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3343307152,-82.5696559902,27.3343307152,-82.5696559902,,False,False,,,20.32,,,2019/06/14 11:28:42+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:28:42,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3343374208,-82.5694213808,27.3343374208,-82.5694213808,,False,False,,,20.81,,,2019/06/14 11:28:52+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:28:52,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3343693558,-82.5691940635,27.3343693558,-82.5691940635,,False,False,,,20.32,,,2019/06/14 11:29:02+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:29:02,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3344392609,-82.5690046325,27.3344392609,-82.5690046325,,False,False,,,20.32,,,2019/06/14 11:29:12+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:29:12,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3345374968,-82.5688167941,27.3345374968,-82.5688167941,,False,False,,,20.32,,,2019/06/14 11:29:22+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:29:22,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3346568551,-82.5686285365,27.3346568551,-82.5686285365,,False,False,,,20.32,,,2019/06/14 11:29:32+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:29:32,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3347977549,-82.5684604794,27.3347977549,-82.5684604794,,False,False,,,20.32,,,2019/06/14 11:29:42+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:29:42,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3348917998,-82.5682451483,27.3348917998,-82.5682451483,,False,False,,,19.84,,,2019/06/14 11:29:52+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:29:52,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3349436838,-82.5680160709,27.3349436838,-82.5680160709,,False,False,,,20.32,,,2019/06/14 11:30:02+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:30:02,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3349840008,-82.5678021647,27.3349840008,-82.5678021647,,False,False,,,20.32,,,2019/06/14 11:30:12+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:30:12,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3350169417,-82.5676261447,27.3350169417,-82.5676261447,,False,False,,,19.84,,,2019/06/14 11:30:22+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:30:22,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3350048717,-82.5674248952,27.3350048717,-82.5674248952,,False,False,,,19.36,,,2019/06/14 11:30:32+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:30:32,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3350114096,-82.567213336,27.3350114096,-82.567213336,,False,False,,,19.36,,,2019/06/14 11:30:42+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:30:42,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3349854257,-82.5670177862,27.3349854257,-82.5670177862,,False,False,,,19.36,,,2019/06/14 11:30:52+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:30:52,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3349382356,-82.5668210629,27.3349382356,-82.5668210629,,False,False,,,19.84,,,2019/06/14 11:31:02+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:31:02,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3349420913,-82.5662769936,27.3349420913,-82.5662769936,,False,False,,,19.84,,,2019/06/14 11:31:12+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:31:12,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.33485559,-82.5650508888,27.33485559,-82.5650508888,,False,False,,,19.84,,,2019/06/14 11:31:22+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:31:22,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3343484849,-82.5637606625,27.3343484849,-82.5637606625,,False,False,,,20.81,,,2019/06/14 11:31:32+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:31:32,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3337350134,-82.5624948274,27.3337350134,-82.5624948274,,False,False,,,20.81,,,2019/06/14 11:31:42+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:31:42,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3330380581,-82.5612911023,27.3330380581,-82.5612911023,,False,False,,,20.81,,,2019/06/14 11:31:52+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:31:52,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3322708625,-82.5601336453,27.3322708625,-82.5601336453,,False,False,,,20.81,,,2019/06/14 11:32:02+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:32:02,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3316092789,-82.5591383781,27.3316092789,-82.5591383781,,False,False,,,20.81,,,2019/06/14 11:32:12+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:32:12,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.331511043,-82.5589737576,27.331511043,-82.5589737576,,False,False,,,19.36,,,2019/06/14 11:32:22+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:32:22,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3314530402,-82.5588927884,27.3314530402,-82.5588927884,,False,False,,,19.36,,,2019/06/14 11:32:32+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:32:32,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3314155731,-82.55883554,27.3314155731,-82.55883554,,False,False,,,19.36,,,2019/06/14 11:32:42+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:32:42,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3313898407,-82.5588022638,27.3313898407,-82.5588022638,,False,False,,,18.4,,,2019/06/14 11:32:52+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:32:52,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3313809559,-82.5587796327,27.3313809559,-82.5587796327,,False,False,,,18.4,,,2019/06/14 11:33:02+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:33:02,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3313818779,-82.5587678142,27.3313818779,-82.5587678142,,False,False,,,18.4,,,2019/06/14 11:33:12+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:33:12,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3313629348,-82.5587122422,27.3313629348,-82.5587122422,,False,False,,,17.92,,,2019/06/14 11:33:22+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:33:22,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3314500228,-82.5585984159,27.3314500228,-82.5585984159,,False,False,,,17.44,,,2019/06/14 11:33:32+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:33:32,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3316645157,-82.5586557481,27.3316645157,-82.5586557481,,False,False,,,17.44,,,2019/06/14 11:33:42+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:33:42,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3319942597,-82.5590445008,27.3319942597,-82.5590445008,,False,False,,,16.96,,,2019/06/14 11:33:52+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:33:52,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3328006826,-82.5597964413,27.3328006826,-82.5597964413,,False,False,,,17.44,,,2019/06/14 11:34:02+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:34:02,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3337019049,-82.5606135931,27.3337019049,-82.5606135931,,False,False,,,17.44,,,2019/06/14 11:34:12+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:34:12,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3348125909,-82.5612777751,27.3348125909,-82.5612777751,,False,False,,,17.92,,,2019/06/14 11:34:22+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:34:22,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3360211775,-82.5617976207,27.3360211775,-82.5617976207,,False,False,,,18.4,,,2019/06/14 11:34:32+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:34:32,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3372596875,-82.5622320548,27.3372596875,-82.5622320548,,False,False,,,18.4,,,2019/06/14 11:34:42+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:34:42,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3385277018,-82.5626140181,27.3385277018,-82.5626140181,,False,False,,,18.88,,,2019/06/14 11:34:52+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:34:52,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3398096301,-82.5629168563,27.3398096301,-82.5629168563,,False,False,,,18.4,,,2019/06/14 11:35:02+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:35:02,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3411130998,-82.5631416589,27.3411130998,-82.5631416589,,False,False,,,18.4,,,2019/06/14 11:35:12+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:35:12,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3423829582,-82.5635229517,27.3423829582,-82.5635229517,,False,False,,,18.88,,,2019/06/14 11:35:22+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:35:22,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3435007688,-82.5642865431,27.3435007688,-82.5642865431,,False,False,,,19.36,,,2019/06/14 11:35:32+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:35:32,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.344421437,-82.5653302576,27.344421437,-82.5653302576,,False,False,,,19.36,,,2019/06/14 11:35:42+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:35:42,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3451810051,-82.5665291212,27.3451810051,-82.5665291212,,False,False,,,18.88,,,2019/06/14 11:35:52+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:35:52,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3457717616,-82.5678411406,27.3457717616,-82.5678411406,,False,False,,,18.88,,,2019/06/14 11:36:02+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:36:02,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3462634441,-82.5692026131,27.3462634441,-82.5692026131,,False,False,,,18.4,,,2019/06/14 11:36:12+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:36:12,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3467355128,-82.5705601461,27.3467355128,-82.5705601461,,False,False,,,17.92,,,2019/06/14 11:36:22+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:36:22,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3472225852,-82.5719306711,27.3472225852,-82.5719306711,,False,False,,,17.92,,,2019/06/14 11:36:32+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:36:32,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3476978391,-82.5732931495,27.3476978391,-82.5732931495,,False,False,,,17.92,,,2019/06/14 11:36:42+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:36:42,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3480797186,-82.5746941846,27.3480797186,-82.5746941846,,False,False,,,17.92,,,2019/06/14 11:36:52+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:36:52,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3483926151,-82.5761143304,27.3483926151,-82.5761143304,,False,False,,,17.44,,,2019/06/14 11:37:02+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:37:02,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.348697884,-82.5775498152,27.348697884,-82.5775498152,,False,False,,,17.44,,,2019/06/14 11:37:12+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:37:12,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3489710502,-82.5789824501,27.3489710502,-82.5789824501,,False,False,,,17.44,,,2019/06/14 11:37:22+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:37:22,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3491729703,-82.5804350339,27.3491729703,-82.5804350339,,False,False,,,16.96,,,2019/06/14 11:37:32+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:37:32,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3493348248,-82.5818941556,27.3493348248,-82.5818941556,,False,False,,,16.96,,,2019/06/14 11:37:42+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:37:42,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3494620621,-82.5833619945,27.3494620621,-82.5833619945,,False,False,,,16.48,,,2019/06/14 11:37:52+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:37:52,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3495633155,-82.5848320127,27.3495633155,-82.5848320127,,False,False,,,16,,,2019/06/14 11:38:02+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:38:02,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3496457096,-82.5862899609,27.3496457096,-82.5862899609,,False,False,,,16.96,,,2019/06/14 11:38:12+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:38:12,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3497479688,-82.5877430476,27.3497479688,-82.5877430476,,False,False,,,16.48,,,2019/06/14 11:38:22+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:38:22,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3497922253,-82.5892022531,27.3497922253,-82.5892022531,,False,False,,,16.48,,,2019/06/14 11:38:32+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:38:32,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.349785855,-82.5906606205,27.349785855,-82.5906606205,,False,False,,,16.96,,,2019/06/14 11:38:42+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:38:42,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3497605417,-82.5921245199,27.3497605417,-82.5921245199,,False,False,,,16.96,,,2019/06/14 11:38:52+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:38:52,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3497743718,-82.5935603399,27.3497743718,-82.5935603399,,False,False,,,16.48,,,2019/06/14 11:39:02+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:39:02,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3497823346,-82.5947186351,27.3497823346,-82.5947186351,,False,False,,,16,,,2019/06/14 11:39:12+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:39:12,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.349772444,-82.5949999318,27.349772444,-82.5949999318,,False,False,,,15.04,,,2019/06/14 11:39:22+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:39:22,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3497911356,-82.595208725,27.3497911356,-82.595208725,,False,False,,,14.56,,,2019/06/14 11:39:32+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:39:32,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3497719411,-82.5954354554,27.3497719411,-82.5954354554,,False,False,,,14.08,,,2019/06/14 11:39:42+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:39:42,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3497503158,-82.5956636108,27.3497503158,-82.5956636108,,False,False,,,14.08,,,2019/06/14 11:39:52+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:39:52,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3497173749,-82.5958875753,27.3497173749,-82.5958875753,,False,False,,,14.08,,,2019/06/14 11:40:02+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:40:02,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.349648308,-82.5961064268,27.349648308,-82.5961064268,,False,False,,,14.56,,,2019/06/14 11:40:12+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:40:12,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3496345617,-82.5963106938,27.3496345617,-82.5963106938,,False,False,,,13.6,,,2019/06/14 11:40:22+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:40:22,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3495844379,-82.5965285394,27.3495844379,-82.5965285394,,False,False,,,14.08,,,2019/06/14 11:40:32+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:40:32,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.349555688,-82.5967463013,27.349555688,-82.5967463013,,False,False,,,14.08,,,2019/06/14 11:40:42+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:40:42,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3495650757,-82.5969655719,27.3495650757,-82.5969655719,,False,False,,,14.08,,,2019/06/14 11:40:52+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:40:52,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3495877907,-82.5972098205,27.3495877907,-82.5972098205,,False,False,,,14.08,,,2019/06/14 11:41:02+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:41:02,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.349559376,-82.5974202901,27.349559376,-82.5974202901,,False,False,,,13.6,,,2019/06/14 11:41:12+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:41:12,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3495852761,-82.5976576656,27.3495852761,-82.5976576656,,False,False,,,13.6,,,2019/06/14 11:41:22+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:41:22,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3496336397,-82.5978888385,27.3496336397,-82.5978888385,,False,False,,,13.6,,,2019/06/14 11:41:32+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:41:32,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3496791534,-82.5981177483,27.3496791534,-82.5981177483,,False,False,,,13.12,,,2019/06/14 11:41:42+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:41:42,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3497100826,-82.5983261224,27.3497100826,-82.5983261224,,False,False,,,13.12,,,2019/06/14 11:41:52+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:41:52,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3497783113,-82.5985471532,27.3497783113,-82.5985471532,,False,False,,,13.12,,,2019/06/14 11:42:02+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:42:02,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3498167004,-82.5987605564,27.3498167004,-82.5987605564,,False,False,,,13.12,,,2019/06/14 11:42:12+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:42:12,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3498617951,-82.5990086608,27.3498617951,-82.5990086608,,False,False,,,12.63,,,2019/06/14 11:42:22+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:42:22,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3499394115,-82.5992986746,27.3499394115,-82.5992986746,,False,False,,,12.15,,,2019/06/14 11:42:32+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:42:32,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.350048963,-82.5995785464,27.350048963,-82.5995785464,,False,False,,,12.63,,,2019/06/14 11:42:42+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:42:42,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3501646332,-82.5998576637,27.3501646332,-82.5998576637,,False,False,,,13.12,,,2019/06/14 11:42:52+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:42:52,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3502917029,-82.6001228672,27.3502917029,-82.6001228672,,False,False,,,13.12,,,2019/06/14 11:43:02+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:43:02,,
TRACK,Current Track: 14 JUN 2019 06:38,T1,27.3504304234,-82.6003893279,27.3504304234,-82.6003893279,,False,False,,,13.12,,,2019/06/14 11:43:12+00,garmin GPSMAP 78sc Software Version 690,,2019/06/14 07:43:12,,
