type,tident,ident,Latitude,Longitude,y_proj,x_proj,comment,new_trk,new_seg,display,color,altitude,depth,temp,time,model,filename,ltime,desc,link
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3340919148,-82.5711856037,27.3340919148,-82.5711856037,,False,False,,,3.02,,,2019/06/13 11:21:41+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:21:41,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3340994585,-82.5709684286,27.3340994585,-82.5709684286,,False,False,,,4.46,,,2019/06/13 11:21:51+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:21:51,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3340885621,-82.5707556121,27.3340885621,-82.5707556121,,False,False,,,4.94,,,2019/06/13 11:22:01+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:22:01,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3341498338,-82.5705515966,27.3341498338,-82.5705515966,,False,False,,,4.94,,,2019/06/13 11:22:11+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:22:11,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3342411965,-82.5703963637,27.3342411965,-82.5703963637,,False,False,,,5.91,,,2019/06/13 11:22:21+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:22:21,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3343461379,-82.5702298153,27.3343461379,-82.5702298153,,False,False,,,6.87,,,2019/06/13 11:22:31+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:22:31,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3344175518,-82.570040971,27.3344175518,-82.570040971,,False,False,,,7.35,,,2019/06/13 11:22:41+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:22:41,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3345309589,-82.5698772725,27.3345309589,-82.5698772725,,False,False,,,7.83,,,2019/06/13 11:22:51+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:22:51,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.334623076,-82.5696923677,27.334623076,-82.5696923677,,False,False,,,7.83,,,2019/06/13 11:23:01+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:23:01,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3347286042,-82.5695256516,27.3347286042,-82.5695256516,,False,False,,,8.31,,,2019/06/13 11:23:11+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:23:11,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3348545842,-82.5693741068,27.3348545842,-82.5693741068,,False,False,,,8.79,,,2019/06/13 11:23:21+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:23:21,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3350072186,-82.5692301057,27.3350072186,-82.5692301057,,False,False,,,8.79,,,2019/06/13 11:23:31+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:23:31,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3351677321,-82.5691389106,27.3351677321,-82.5691389106,,False,False,,,9.27,,,2019/06/13 11:23:41+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:23:41,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3353366274,-82.5690564327,27.3353366274,-82.5690564327,,False,False,,,9.27,,,2019/06/13 11:23:51+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:23:51,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3354755994,-82.5689271837,27.3354755994,-82.5689271837,,False,False,,,9.27,,,2019/06/13 11:24:01+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:24:01,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3356234562,-82.5687910616,27.3356234562,-82.5687910616,,False,False,,,9.27,,,2019/06/13 11:24:11+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:24:11,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3357663676,-82.5686440431,27.3357663676,-82.5686440431,,False,False,,,9.27,,,2019/06/13 11:24:21+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:24:21,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3358893301,-82.5684792548,27.3358893301,-82.5684792548,,False,False,,,8.79,,,2019/06/13 11:24:31+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:24:31,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3360469099,-82.5683041569,27.3360469099,-82.5683041569,,False,False,,,9.27,,,2019/06/13 11:24:41+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:24:41,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3362045735,-82.5681304,27.3362045735,-82.5681304,,False,False,,,9.27,,,2019/06/13 11:24:51+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:24:51,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3364297114,-82.5678950362,27.3364297114,-82.5678950362,,False,False,,,9.75,,,2019/06/13 11:25:01+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:25:01,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3370495532,-82.5671389047,27.3370495532,-82.5671389047,,False,False,,,9.27,,,2019/06/13 11:25:11+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:25:11,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3379200976,-82.5661257003,27.3379200976,-82.5661257003,,False,False,,,9.27,,,2019/06/13 11:25:21+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:25:21,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3389281891,-82.5651967339,27.3389281891,-82.5651967339,,False,False,,,10.23,,,2019/06/13 11:25:31+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:25:31,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3400594108,-82.5644654967,27.3400594108,-82.5644654967,,False,False,,,10.23,,,2019/06/13 11:25:41+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:25:41,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3413333762,-82.5640334934,27.3413333762,-82.5640334934,,False,False,,,10.23,,,2019/06/13 11:25:51+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:25:51,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3426407017,-82.563866945,27.3426407017,-82.563866945,,False,False,,,10.71,,,2019/06/13 11:26:01+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:26:01,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3439568281,-82.563927127,27.3439568281,-82.563927127,,False,False,,,10.71,,,2019/06/13 11:26:11+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:26:11,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3452372476,-82.5642095134,27.3452372476,-82.5642095134,,False,False,,,10.71,,,2019/06/13 11:26:21+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:26:21,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.34647098,-82.5646185502,27.34647098,-82.5646185502,,False,False,,,10.71,,,2019/06/13 11:26:31+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:26:31,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3476987612,-82.5650949776,27.3476987612,-82.5650949776,,False,False,,,11.19,,,2019/06/13 11:26:41+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:26:41,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3488993011,-82.5656185113,27.3488993011,-82.5656185113,,False,False,,,10.71,,,2019/06/13 11:26:51+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:26:51,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3500952311,-82.566171214,27.3500952311,-82.566171214,,False,False,,,10.23,,,2019/06/13 11:27:01+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:27:01,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3513422068,-82.5665924884,27.3513422068,-82.5665924884,,False,False,,,10.23,,,2019/06/13 11:27:11+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:27:11,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3525880929,-82.5670055486,27.3525880929,-82.5670055486,,False,False,,,9.75,,,2019/06/13 11:27:21+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:27:21,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.353803385,-82.5675185211,27.353803385,-82.5675185211,,False,False,,,10.23,,,2019/06/13 11:27:31+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:27:31,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3550131451,-82.5680339243,27.3550131451,-82.5680339243,,False,False,,,9.75,,,2019/06/13 11:27:41+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:27:41,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3562212288,-82.5685795024,27.3562212288,-82.5685795024,,False,False,,,9.27,,,2019/06/13 11:27:51+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:27:51,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3573880736,-82.5691843405,27.3573880736,-82.5691843405,,False,False,,,9.27,,,2019/06/13 11:28:01+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:28:01,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3585667368,-82.5697743427,27.3585667368,-82.5697743427,,False,False,,,9.75,,,2019/06/13 11:28:11+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:28:11,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3597505968,-82.5703613274,27.3597505968,-82.5703613274,,False,False,,,9.75,,,2019/06/13 11:28:21+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:28:21,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3609259073,-82.5709417742,27.3609259073,-82.5709417742,,False,False,,,10.23,,,2019/06/13 11:28:31+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:28:31,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3620923329,-82.571536554,27.3620923329,-82.571536554,,False,False,,,10.23,,,2019/06/13 11:28:41+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:28:41,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3632948007,-82.5720611773,27.3632948007,-82.5720611773,,False,False,,,10.71,,,2019/06/13 11:28:51+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:28:51,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3645162117,-82.5725029875,27.3645162117,-82.5725029875,,False,False,,,10.71,,,2019/06/13 11:29:01+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:29:01,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3657039274,-82.5730139483,27.3657039274,-82.5730139483,,False,False,,,10.71,,,2019/06/13 11:29:11+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:29:11,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3668763041,-82.57356246,27.3668763041,-82.57356246,,False,False,,,11.19,,,2019/06/13 11:29:21+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:29:21,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3680281453,-82.5741434097,27.3680281453,-82.5741434097,,False,False,,,10.71,,,2019/06/13 11:29:31+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:29:31,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3691726942,-82.57475839,27.3691726942,-82.57475839,,False,False,,,10.71,,,2019/06/13 11:29:41+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:29:41,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3703103699,-82.5753955822,27.3703103699,-82.5753955822,,False,False,,,11.19,,,2019/06/13 11:29:51+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:29:51,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3714393284,-82.5760430843,27.3714393284,-82.5760430843,,False,False,,,10.71,,,2019/06/13 11:30:01+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:30:01,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3725075182,-82.5767893251,27.3725075182,-82.5767893251,,False,False,,,11.19,,,2019/06/13 11:30:11+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:30:11,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3735907953,-82.5775357336,27.3735907953,-82.5775357336,,False,False,,,10.71,,,2019/06/13 11:30:21+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:30:21,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3746373598,-82.578168232,27.3746373598,-82.578168232,,False,False,,,10.71,,,2019/06/13 11:30:31+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:30:31,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3757175356,-82.5787625927,27.3757175356,-82.5787625927,,False,False,,,10.71,,,2019/06/13 11:30:41+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:30:41,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3768180795,-82.5793494936,27.3768180795,-82.5793494936,,False,False,,,10.71,,,2019/06/13 11:30:51+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:30:51,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3778893705,-82.579963468,27.3778893705,-82.579963468,,False,False,,,11.19,,,2019/06/13 11:31:01+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:31:01,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3789579794,-82.5806043483,27.3789579794,-82.5806043483,,False,False,,,10.71,,,2019/06/13 11:31:11+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:31:11,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.380001694,-82.5813044049,27.380001694,-82.5813044049,,False,False,,,10.23,,,2019/06/13 11:31:21+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:31:21,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3810659442,-82.5819431059,27.3810659442,-82.5819431059,,False,False,,,10.23,,,2019/06/13 11:31:31+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:31:31,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3821792286,-82.582581304,27.3821792286,-82.582581304,,False,False,,,10.71,,,2019/06/13 11:31:41+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:31:41,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3832496814,-82.5833091047,27.3832496814,-82.5833091047,,False,False,,,10.23,,,2019/06/13 11:31:51+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:31:51,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3843111657,-82.5840327982,27.3843111657,-82.5840327982,,False,False,,,10.71,,,2019/06/13 11:32:01+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:32:01,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3853538744,-82.5847839843,27.3853538744,-82.5847839843,,False,False,,,10.23,,,2019/06/13 11:32:11+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:32:11,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3863581102,-82.5856223423,27.3863581102,-82.5856223423,,False,False,,,10.23,,,2019/06/13 11:32:21+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:32:21,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3873326741,-82.5865327008,27.3873326741,-82.5865327008,,False,False,,,10.23,,,2019/06/13 11:32:31+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:32:31,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3882750515,-82.5874681212,27.3882750515,-82.5874681212,,False,False,,,10.23,,,2019/06/13 11:32:41+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:32:41,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3892018385,-82.5884235743,27.3892018385,-82.5884235743,,False,False,,,10.23,,,2019/06/13 11:32:51+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:32:51,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3901473172,-82.5893745013,27.3901473172,-82.5893745013,,False,False,,,10.71,,,2019/06/13 11:33:01+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:33:01,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.391118193,-82.5903001986,27.391118193,-82.5903001986,,False,False,,,9.75,,,2019/06/13 11:33:11+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:33:11,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3921197467,-82.5911567453,27.3921197467,-82.5911567453,,False,False,,,10.23,,,2019/06/13 11:33:21+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:33:21,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3931326997,-82.5920113642,27.3931326997,-82.5920113642,,False,False,,,10.23,,,2019/06/13 11:33:31+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:33:31,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3941604048,-82.5928286836,27.3941604048,-82.5928286836,,False,False,,,10.23,,,2019/06/13 11:33:41+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:33:41,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.395128347,-82.5937301572,27.395128347,-82.5937301572,,False,False,,,9.75,,,2019/06/13 11:33:51+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:33:51,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3960410524,-82.5946877897,27.3960410524,-82.5946877897,,False,False,,,9.27,,,2019/06/13 11:34:01+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:34:01,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3969732039,-82.5956530496,27.3969732039,-82.5956530496,,False,False,,,9.27,,,2019/06/13 11:34:11+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:34:11,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3978541419,-82.5966452993,27.3978541419,-82.5966452993,,False,False,,,9.27,,,2019/06/13 11:34:21+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:34:21,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3987189867,-82.5976564083,27.3987189867,-82.5976564083,,False,False,,,9.27,,,2019/06/13 11:34:31+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:34:31,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.3996201251,-82.5986444671,27.3996201251,-82.5986444671,,False,False,,,9.27,,,2019/06/13 11:34:41+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:34:41,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.4005396198,-82.5996232219,27.4005396198,-82.5996232219,,False,False,,,8.79,,,2019/06/13 11:34:51+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:34:51,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.4014457036,-82.600610191,27.4014457036,-82.600610191,,False,False,,,9.27,,,2019/06/13 11:35:01+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:35:01,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.402344076,-82.6016138401,27.402344076,-82.6016138401,,False,False,,,8.79,,,2019/06/13 11:35:11+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:35:11,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.4032060709,-82.6026381087,27.4032060709,-82.6026381087,,False,False,,,9.27,,,2019/06/13 11:35:21+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:35:21,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.4040155113,-82.6037147641,27.4040155113,-82.6037147641,,False,False,,,9.27,,,2019/06/13 11:35:31+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:35:31,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.4048304837,-82.6047637593,27.4048304837,-82.6047637593,,False,False,,,8.79,,,2019/06/13 11:35:41+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:35:41,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.4056729488,-82.6058107428,27.4056729488,-82.6058107428,,False,False,,,9.27,,,2019/06/13 11:35:51+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:35:51,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.4065150786,-82.6068609115,27.4065150786,-82.6068609115,,False,False,,,8.79,,,2019/06/13 11:36:01+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:36:01,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.4073035643,-82.6079717651,27.4073035643,-82.6079717651,,False,False,,,9.27,,,2019/06/13 11:36:11+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:36:11,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.4079154432,-82.6091849618,27.4079154432,-82.6091849618,,False,False,,,8.79,,,2019/06/13 11:36:21+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:36:21,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.4082732666,-82.6105182711,27.4082732666,-82.6105182711,,False,False,,,8.79,,,2019/06/13 11:36:31+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:36:31,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.4083869252,-82.6119039673,27.4083869252,-82.6119039673,,False,False,,,8.79,,,2019/06/13 11:36:41+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:36:41,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.4083349574,-82.6132828742,27.4083349574,-82.6132828742,,False,False,,,8.79,,,2019/06/13 11:36:51+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:36:51,,
TRACK,Current Track: 12 JUN 2019 14:43,T1,27.4084080476,-82.6146601886,27.4084080476,-82.6146601886,,False,False,,,8.79,,,2019/06/13 11:37:01+00,garmin GPSMAP 78sc Software Version 690,,2019/06/13 07:37:01,,
