type,ident,lat,long,y_proj,x_proj,new_seg,display,color,altitude,depth,temp,time,model,filename,ltime
TRACK,ACTIVE LOG,27.33165035,-82.57774268,27.33165035,-82.57774268,true,False,16,-15.24365234375,0,0,2019/06/06-11:11:15,GPSMap76CX, ,2019/06/06 07:11:15
TRACK,ACTIVE LOG,27.33164934,-82.57778065,27.33164934,-82.57778065,False,False,16,-11.3984375,0,0,2019/06/06-11:23:26,GPSMap76CX, ,2019/06/06 07:23:26
TRACK,ACTIVE LOG,27.33141532,-82.57788132,27.33141532,-82.57788132,False,False,16,-2.7467041015625,0,0,2019/06/06-11:23:45,GPSMap76CX, ,2019/06/06 07:23:45
TRACK,ACTIVE LOG,27.33117719,-82.57754546,27.33117719,-82.57754546,False,False,16,-2.2659912109375,0,0,2019/06/06-11:24:09,GPSMap76CX, ,2019/06/06 07:24:09
TRACK,ACTIVE LOG,27.33112657,-82.57719878,27.33112657,-82.57719878,False,False,16,-1.7852783203125,0,0,2019/06/06-11:24:27,GPSMap76CX, ,2019/06/06 07:24:27
TRACK,ACTIVE LOG,27.33120234,-82.57673585,27.33120234,-82.57673585,False,False,16,2.06005859375,0,0,2019/06/06-11:24:51,GPSMap76CX, ,2019/06/06 07:24:51
TRACK,ACTIVE LOG,27.33130728,-82.57626755,27.33130728,-82.57626755,False,False,16,2.5406494140625,0,0,2019/06/06-11:25:16,GPSMap76CX, ,2019/06/06 07:25:16
TRACK,ACTIVE LOG,27.33158791,-82.57568543,27.33158791,-82.57568543,False,False,16,-6.1112060546875,0,0,2019/06/06-11:25:48,GPSMap76CX, ,2019/06/06 07:25:48
TRACK,ACTIVE LOG,27.33169788,-82.57514287,27.33169788,-82.57514287,False,False,16,1.0986328125,0,0,2019/06/06-11:26:14,GPSMap76CX, ,2019/06/06 07:26:14
TRACK,ACTIVE LOG,27.33190734,-82.57465228,27.33190734,-82.57465228,False,False,16,4.4632568359375,0,0,2019/06/06-11:26:39,GPSMap76CX, ,2019/06/06 07:26:39
TRACK,ACTIVE LOG,27.33219014,-82.57412137,27.33219014,-82.57412137,False,False,16,4.4632568359375,0,0,2019/06/06-11:27:07,GPSMap76CX, ,2019/06/06 07:27:07
TRACK,ACTIVE LOG,27.33244998,-82.57356531,27.33244998,-82.57356531,False,False,16,-0.8240966796875,0,0,2019/06/06-11:27:35,GPSMap76CX, ,2019/06/06 07:27:35
