Name,ID,Day,Time,Time Offset,TimeOffset.mmss,GMT,Tag.Time,Snap,Follow.Time,Tdiff,Distance.RF,Distance.V,Bearing.Goni,Bearing.HH,TagClear,TCL,TCC,TCR,Behav,WPT,Comments,Count,Satellites,Bad Sats,Good.Sats,Residual,Time Error,Latitude,Longitude,InitLat,InitLon,InitTime,InitType,Height,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
179064,F264,19-Jun-19,15:55:24,-82,,,,,,,,,,,,,,,,,,1,8,1,7,32.3,-0.1,27.31,-82.5599,27.31,-82.5599,54:01.9,FastGPS,,,,,15,17,27034,,,,7,3368,,,,22,10225,,,,28,13431,,,,19,8312,,,,30,16812,,,,4,11116,,,,1,29744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,19-Jun-19,16:18:45,-82,,,,,,,,,,,,,,,,,,1,4,,4,13.2,1.7,27.3016,-82.5491,27.3082,-82.5607,6/20/2019 9:59,NP,,,,,15,17,9090,,,,30,18196,,,,28,31408,,,,1,20698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,19-Jun-19,16:30:38,-82,,,,,,,,,,,,,,,,,,2,4,,4,16.1,-0.5,27.3096,-82.5549,27.3082,-82.5607,6/20/2019 9:59,NP,,,,,15,7,8822,,,,30,8239,,,,1,4787,,,,17,27804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,19-Jun-19,17:04:06,-82,,,,,,,,,,,,,,,,,,1,4,,4,54.4,-0.5,27.3036,-82.5635,27.3082,-82.5607,6/20/2019 9:59,NP,,,,,15,17,9118,,,,30,20690,,,,3,31764,,,,7,24129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,19-Jun-19,17:46:31,-82,,,,,,,,,,,,,,,,,,1,8,1,7,255.9,-0.5,27.3077,-82.5561,27.3082,-82.5607,6/20/2019 9:59,NP,,,,,15,1,15751,,,,3,7697,,,,6,27926,,,,30,19748,,,,17,4122,,,,19,25216,,,,22,4720,,,,11,18396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,20-Jun-19,10:00:51,-86,,,,,,,,,,,,,,,,,,2,6,,6,8,0.1,27.3049,-82.5556,27.3049,-82.5556,59:25.1,FastGPS,,,,,15,14,30854,,,41,31,23500,,,,32,17680,,,,22,31884,,,,3,16202,,,,16,8502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,20-Jun-19,10:32:48,-86,,,,,,,,,,,,,,,,,,2,4,,4,0.4,-0.8,27.2869,-82.5644,27.3049,-82.5556,59:25.1,FastGPS,,,,,15,31,21129,,,,26,15852,,,,22,29424,,,,16,16127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,20-Jun-19,11:20:45,-86,,,,,,,,,,,,,,,,,,1,4,,4,0.8,-0.9,27.2856,-82.567,27.3049,-82.5556,59:25.1,FastGPS,,,,,15,16,31073,,,,26,21290,,,,23,29912,,,,27,31232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,20-Jun-19,11:50:53,-86,,,,,,,,,,,,,,,,,,1,6,2,4,0.4,-1,27.2842,-82.5649,27.3049,-82.5556,59:25.1,FastGPS,,,,,15,7,4458,,,41,16,6921,,,,27,3945,,,,23,27708,,,,3,12484,,,,26,8204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,20-Jun-19,12:11:10,-86,,,,,,,,,,,,,,,,,,3,8,4,4,0.1,-1.3,27.2823,-82.5691,27.3049,-82.5556,59:25.1,FastGPS,,,,,15,26,10723,,,,7,6968,,,,9,25310,,,,8,14336,,,,23,2946,,,,16,15340,,,,4,24686,,,,27,14452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,20-Jun-19,12:30:58,-86,,,,,,,,,,,,,,,,,,1,6,2,4,0.8,-1.2,27.2877,-82.5704,27.3049,-82.5556,59:25.1,FastGPS,,,,,15,16,9370,,,43,27,23549,,,,9,22760,,,,3,23591,,,,23,11120,,,,8,19254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,20-Jun-19,13:14:22,-86,,,,,,,,,,,,,,,,,,1,4,,4,0.5,-1.3,27.2635,-82.5889,27.3049,-82.5556,59:25.1,FastGPS,,,,,15,23,2253,,,41,8,11035,,,,27,12913,,,,9,32124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,20-Jun-19,13:36:19,-86,,,,,,,,,,,,,,,,,,1,4,,4,591.5,-0.5,27.2849,-82.6,27.3049,-82.5556,59:25.1,FastGPS,,,,,15,9,14600,,,,8,754,,,,23,390,,,,11,7601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,20-Jun-19,14:08:00,-86,,,,,,,,,,,,,,,,,,2,8,4,4,2.5,-1.8,27.3077,-82.5917,27.3049,-82.5556,59:25.1,FastGPS,,,,,15,9,30924,,,,27,2418,,,,18,21274,,,,7,2721,,,,4,27232,,,,8,27242,,,,11,30468,,,,30,16438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,20-Jun-19,14:19:29,-86,,,,,,,,,,,,,,,,,,2,4,,4,,,,,27.3049,-82.5556,59:25.1,FastGPS,,,,,15,4,26740,,,,7,8645,,,,8,14349,,,,30,7961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,20-Jun-19,14:30:26,-86,,,,,,,,,,,,,,,,,,1,8,2,6,741,0.7,27.3245,-82.6141,27.3049,-82.5556,59:25.1,FastGPS,,,,,15,7,3576,,,,9,24187,,,,1,8469,,,,8,26729,,,,18,1976,,,,11,10500,,,,4,16536,,,,23,30432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,20-Jun-19,14:39:39,-86,,,,,,,,,,,,,,,,,,3,7,,7,,,,,27.3049,-82.5556,59:25.1,FastGPS,,,,,15,1,19186,,,43,4,8574,,,,7,27145,,,,8,11554,,,,18,29908,,,,9,6650,,,,30,31330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,20-Jun-19,14:51:38,-87,,,,,,,,,,,,,,,,,,1,4,,4,0.3,-0.9,27.3338,-82.5831,27.3049,-82.5556,59:25.1,FastGPS,,,,,15,28,29412,,,,30,11827,,,,1,1311,,,,7,14942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,20-Jun-19,15:55:08,-87,,,,,,,,,,,,,,,,,,2,8,4,4,403.6,1.7,27.3035,-82.6277,27.3049,-82.5556,59:25.1,FastGPS,,,,,15,7,3704,,,,1,4819,,,,11,9996,,,,18,23496,,,,28,29062,,,,17,10460,,,,30,26422,,,,8,13276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,20-Jun-19,16:07:03,-87,,,,,,,,,,,,,,,,,,1,4,,4,10.7,1.6,27.2886,-82.5723,27.3049,-82.5556,59:25.1,FastGPS,,,,,15,18,15412,,,,7,27703,,,,11,6809,,,,8,29019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,20-Jun-19,16:29:57,-87,,,,,,,,,,,,,,,,,,2,8,4,4,1.6,-1.8,27.2967,-82.5652,27.3049,-82.5556,59:25.1,FastGPS,,,,,15,7,5700,,,,30,12055,,,,3,14386,,,,11,30138,,,,22,526,,,,19,18966,,,,18,26956,,,,1,6554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,20-Jun-19,16:52:39,-87,,,,,,,,,,,,,,,,,,1,8,4,4,0.2,-1.6,27.3099,-82.5597,27.3049,-82.5556,59:25.1,FastGPS,,,,,15,17,32180,,,,7,18697,,,,19,15271,,,,28,15918,,,,30,3152,,,,22,29462,,,,1,18954,,,,3,10582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,20-Jun-19,17:03:45,-87,,,,,,,,,,,,,,,,,,2,8,4,4,0.6,-1.3,27.309,-82.56,27.3049,-82.5556,59:25.1,FastGPS,,,,,15,7,4989,,,,17,7543,,,,11,19176,,,,28,1676,,,,30,6988,,,,19,7892,,,,13,8356,,,,18,27176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,20-Jun-19,17:15:10,-87,,,,,,,,,,,,,,,,,,1,2,,2,,,,,,,,,,,,,15,28,31160,,,41,3,4970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,20-Jun-19,17:25:36,-87,,,,,,,,,,,,,,,,,,1,4,,4,0.3,-1.4,27.309,-82.5596,27.3049,-82.5556,59:25.1,FastGPS,,,,,15,19,5874,,,,1,25570,,,,28,20652,,,,17,6625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,20-Jun-19,17:35:42,-87,,,,,,,,,,,,,,,,,,2,8,4,4,0.4,31.9,26.9958,-84.4694,27.3049,-82.5556,59:25.1,FastGPS,,,,,15,11,511,,,,22,54,,,,6,26306,,,,19,3618,,,,17,23716,,,,7,29772,,,,3,23286,,,,28,12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,20-Jun-19,17:45:54,-87,,,,,,,,,,,,,,,,,,1,4,,4,0.5,-1.7,27.3105,-82.5598,27.3049,-82.5556,59:25.1,FastGPS,,,,,15,22,9108,,,,6,14190,,,,3,17976,,,,19,5322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,20-Jun-19,17:55:57,-87,,,,,,,,,,,,,,,,,,3,8,4,4,0.3,-1.5,27.31,-82.5596,27.3049,-82.5556,59:25.1,FastGPS,,,,,15,30,12956,,,,1,4765,,,,6,16464,,,,17,19509,,,,22,64,,,,3,26644,,,,28,19164,,,,19,23674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,10:16:45,-90,,,,,,,,,,,,,,,,,,1,5,1,4,1.1,-1.6,27.2843,-82.5653,27.3316,-82.5804,6/22/2019 1:59,MC,,,,,15,26,20453,,,42,22,259,,,,3,6202,,,,23,2656,,,,16,26546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,10:30:48,-90,,,,,,,,,,,,,,,,,,2,4,,4,0.3,-2.3,27.2843,-82.5648,27.3316,-82.5804,6/22/2019 1:59,MC,,,,,15,23,1701,,,,26,32362,,,,31,5922,,,,16,4166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,10:45:40,-91,,,,,,,,,,,,,,,,,,1,4,,4,0.8,-0.9,27.2848,-82.5652,27.3316,-82.5804,6/22/2019 1:59,MC,,,,,15,23,2985,,,,27,24364,,,,31,25050,,,,16,8551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,11:17:16,-91,,,,,,,,,,,,,,,,,,1,7,3,4,1.4,-1.7,27.3011,-82.5588,27.3316,-82.5804,6/22/2019 1:59,MC,,,,,15,3,31765,,,39,27,17364,,,,16,14807,,,,22,29729,,,,23,16206,,,,7,9656,,,,26,4580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,11:48:46,-91,,,,,,,,,,,,,,,,,,1,6,2,4,0.6,-1,27.3029,-82.5446,27.3316,-82.5804,6/22/2019 1:59,MC,,,,,15,9,29707,,,43,16,27713,,,,23,22541,,,,27,31830,,,,8,11074,,,,26,28332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,12:01:01,-91,,,,,,,,,,,,,,,,,,1,6,2,4,0.3,-1.7,27.2985,-82.5449,27.3316,-82.5804,6/22/2019 1:59,MC,,,,,15,23,26436,,,42,9,32411,,,,27,4746,,,,16,24131,,,,7,9582,,,,8,18742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,12:11:35,-91,,,,,,,,,,,,,,,,,,1,4,,4,0.6,-1.3,27.2938,-82.5488,27.3316,-82.5804,6/22/2019 1:59,MC,,,,,15,27,17762,,,41,9,7547,,,,16,6208,,,,23,5786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,12:31:57,-91,,,,,,,,,,,,,,,,,,3,5,,5,11.3,-1.6,27.2933,-82.5538,27.2933,-82.5538,30:24.4,FastGPS,,,,,15,23,10897,,,43,16,126,,,,8,2162,,,,9,3861,,,,27,23548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,12:42:02,-91,,,,,,,,,,,,,,,,,,2,7,1,6,5.1,-0.2,27.2942,-82.5523,27.2942,-82.5523,40:30.8,FastGPS,,,,,15,27,6388,,,,8,16857,,,,7,20559,,,,9,14827,,,,4,1052,,,,23,26520,,,,16,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,13:03:47,-91,,,,,,,,,,,,,,,,,,1,4,,4,0.5,-0.5,27.2914,-82.5522,27.3099,-82.5597,18:57.1,FastGPS,,,,,15,7,13160,,,,8,18018,,,,9,8248,,,,23,27305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,13:14:06,-91,,,,,,,,,,,,,,,,,,1,7,1,6,11.8,-0.7,27.291,-82.5494,27.291,-82.5494,12:34.3,FastGPS,,,,,15,7,3152,,,43,4,3750,,,,9,26018,,,,23,19526,,,,8,6622,,,,27,30824,,,,16,9002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,13:24:22,-91,,,,,,,,,,,,,,,,,,1,3,,3,,,,,,,,,,,,,15,27,25178,,,43,7,30410,,,,16,6692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,13:34:53,-91,,,,,,,,,,,,,,,,,,1,8,1,7,11.2,-0.2,27.2901,-82.5487,27.2901,-82.5487,33:21.8,FastGPS,,,,,15,11,20801,,,,27,4273,,,,7,12670,,,,8,1548,,,,18,12688,,,,28,24650,,,,4,28884,,,,9,13982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,13:44:54,-91,,,,,,,,,,,,,,,,,,1,4,,4,0.7,-0.3,27.2954,-82.5524,27.3366,-82.5762,6/22/2019 12:21,NK,,,,,15,7,15422,,,,8,27163,,,,27,6912,,,,11,30986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,13:55:01,-91,,,,,,,,,,,,,,,,,,2,4,,4,0.2,-0.5,27.2924,-82.5541,27.3366,-82.5762,6/22/2019 12:21,NK,,,,,15,23,6568,,,,7,23357,,,,9,29211,,,,8,23216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,14:14:47,-91,,,,,,,,,,,,,,,,,,1,7,,7,,,,,27.3366,-82.5762,6/22/2019 12:21,NK,,,,,15,7,17025,,,43,8,26327,,,,30,14634,,,,4,4744,,,,11,18504,,,,18,9736,,,,23,10712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,14:26:06,-91,,,,,,,,,,,,,,,,,,1,8,4,4,0.5,-1.9,27.2957,-82.5533,27.3366,-82.5762,6/22/2019 12:21,NK,,,,,15,8,23743,,,,11,5802,,,,18,30167,,,,1,3382,,,,7,31420,,,,9,20870,,,,4,12794,,,,30,16372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,14:36:09,-91,,,,,,,,,,,,,,,,,,1,8,4,4,0.2,-1.5,27.2936,-82.5485,27.3366,-82.5762,6/22/2019 12:21,NK,,,,,15,7,18919,,,,18,22382,,,,28,21348,,,,1,12630,,,,8,1564,,,,11,30460,,,,30,23524,,,,9,29074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,16:11:50,-92,,,,,,,,,,,,,,,,,,1,4,,4,0.7,2.4,27.3322,-82.5483,27.3099,-82.5597,18:57.1,FastGPS,,,,,15,1,10410,,,,17,1405,,,,11,17697,,,,19,22860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,16:24:47,-92,,,,,,,,,,,,,,,,,,2,8,,8,15.3,-0.3,27.3104,-82.5594,27.3104,-82.5594,23:14.7,FastGPS,,,,,15,1,17113,,,,17,13881,,,,28,11218,,,,7,18193,,,,11,9358,,,,30,22006,,,,18,6852,,,,19,23992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,16:47:26,-92,,,,,,,,,,,,,,,,,,2,7,,7,11.2,-0.1,27.31,-82.5596,27.31,-82.5596,45:53.9,FastGPS,,,,,15,7,31461,,,,19,20074,,,,17,5909,,,,1,29930,,,,30,13792,,,,28,21378,,,,3,15270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,16:59:38,-92,,,,,,,,,,,,,,,,,,2,4,,4,4.3,0.1,27.3159,-82.5613,27.314,-82.5585,6/22/2019 16:05,MC,,,,,15,17,11638,,,,1,22028,,,,28,5752,,,,11,23997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,17:10:15,-92,,,,,,,,,,,,,,,,,,6,6,,6,4.7,-0.6,27.3092,-82.5599,27.3092,-82.5599,08:42.4,FastGPS,,,,,15,30,22972,,,42,17,27818,,,,28,31882,,,,3,5461,,,,7,6844,,,,1,28492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,17:20:29,-92,,,,,,,,,,,,,,,,,,3,7,,7,3.9,0.1,27.3099,-82.5597,27.3099,-82.5597,18:57.1,FastGPS,,,,,15,1,6593,,,45,7,10345,,,,17,15740,,,,28,28898,,,,11,6202,,,,30,5196,,,,22,2666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,17:31:57,-92,,,,,,,,,,,,,,,,,,2,8,4,4,212.4,0,27.3119,-82.5597,27.314,-82.5585,6/22/2019 16:05,MC,,,,,15,30,28392,,,,1,25688,,,,6,22066,,,,3,18315,,,,19,31456,,,,7,23498,,,,22,27502,,,,28,7688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,21-Jun-19,17:53:28,-92,,,,,,,,,,,,,,,,,,2,6,,6,2.8,-0.2,27.3099,-82.5598,27.3099,-82.5598,51:55.8,FastGPS,,,,,15,19,31964,,,42,17,26040,,,,30,13528,,,,1,4482,,,,3,618,,,,28,26178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,22-Jun-19,10:00:05,-95,,,,,,,,,,,,,,,,,,1,4,,4,0.5,-1.2,27.3275,-82.5868,27.314,-82.5585,6/22/2019 16:05,MC,,,,,15,31,18676,,,41,14,24702,,,,26,18370,,,,16,25638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,22-Jun-19,10:15:17,-95,,,,,,,,,,,,,,,,,,1,6,,6,8.8,-0.7,27.333,-82.5833,27.333,-82.5833,13:41.3,FastGPS,,,,,15,23,4842,,,44,26,6566,,,,14,5504,,,,22,19046,,,,32,32706,,,,31,7806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,22-Jun-19,10:28:59,-95,,,,,,,,,,,,,,,,,,3,4,,4,0.8,-0.4,27.3337,-82.5825,27.314,-82.5585,6/22/2019 16:05,MC,,,,,15,26,11713,,,,23,27945,,,,31,18998,,,,16,20682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,22-Jun-19,10:44:22,-95,,,,,,,,,,,,,,,,,,1,4,,4,0.3,-0.4,27.3279,-82.5872,27.314,-82.5585,6/22/2019 16:05,MC,,,,,15,23,27532,,,,26,16096,,,,27,16312,,,,16,20706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,22-Jun-19,11:15:44,-95,,,,,,,,,,,,,,,,,,1,6,2,4,0.2,-2.2,27.3259,-82.5916,27.314,-82.5585,6/22/2019 16:05,MC,,,,,15,26,12696,,,44,22,6288,,,,3,8408,,,,16,25422,,,,23,5170,,,,7,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,22-Jun-19,11:30:50,-96,,,,,,,,,,,,,,,,,,2,8,4,4,1,-1.3,27.3248,-82.5959,27.314,-82.5585,6/22/2019 16:05,MC,,,,,15,16,17615,,,,22,26440,,,,26,25505,,,,7,10412,,,,23,26564,,,,9,560,,,,27,32256,,,,3,26446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,22-Jun-19,12:01:36,-96,,,,,,,,,,,,,,,,,,2,7,3,4,0.3,-1,27.3297,-82.5853,27.314,-82.5585,6/22/2019 16:05,MC,,,,,15,26,3803,,,,27,2760,,,,7,22831,,,,23,24271,,,,8,30234,,,,9,10202,,,,16,8086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,22-Jun-19,12:11:25,-96,,,,,,,,,,,,,,,,,,1,8,4,4,0.8,-1.3,27.3337,-82.5836,27.314,-82.5585,6/22/2019 16:05,MC,,,,,15,9,29175,,,,16,7002,,,,8,20390,,,,27,28462,,,,23,16356,,,,4,6586,,,,26,1650,,,,7,18612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,22-Jun-19,12:21:16,-96,,,,,,,,,,,,,,,,,,1,7,3,4,1.5,-1.4,27.3355,-82.5799,27.314,-82.5585,6/22/2019 16:05,MC,,,,,15,7,24593,,,41,8,16131,,,,16,15090,,,,23,13461,,,,27,26112,,,,4,12872,,,,9,21004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,22-Jun-19,12:53:52,-96,,,,,,,,,,,,,,,,,,1,4,,4,1.2,-1.8,27.3303,-82.5641,27.314,-82.5585,6/22/2019 16:05,MC,,,,,15,7,24970,,,,23,8069,,,,8,14550,,,,27,20690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,22-Jun-19,13:04:10,-96,,,,,,,,,,,,,,,,,,1,5,1,4,0.4,-0.8,27.3222,-82.5654,27.314,-82.5585,6/22/2019 16:05,MC,,,,,15,7,26587,,,43,4,5857,,,,8,17382,,,,27,25628,,,,9,6094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,22-Jun-19,13:25:57,-96,,,,,,,,,,,,,,,,,,1,6,1,5,10.9,-1.6,27.3073,-82.5612,27.3073,-82.5612,24:19.4,FastGPS,,,,,15,7,667,,,43,4,30092,,,,9,23797,,,,8,9896,,,,18,29860,,,,23,13824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,22-Jun-19,13:57:59,-96,,,,,,,,,,,,,,,,,,1,6,2,4,1.1,-1.9,27.3103,-82.5589,27.314,-82.5585,6/22/2019 16:05,MC,,,,,15,18,7424,,,43,28,19052,,,,23,26916,,,,11,16480,,,,7,22322,,,,4,20858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,22-Jun-19,14:08:25,-96,,,,,,,,,,,,,,,,,,1,6,2,4,1,-1.8,27.3097,-82.5599,27.314,-82.5585,6/22/2019 16:05,MC,,,,,15,8,25390,,,44,7,5132,,,,11,5322,,,,18,29227,,,,30,31314,,,,23,12126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,22-Jun-19,14:20:21,-96,,,,,,,,,,,,,,,,,,1,8,4,4,0.2,-1.8,27.3099,-82.5596,27.314,-82.5585,6/22/2019 16:05,MC,,,,,15,7,3471,,,,8,3732,,,,11,9738,,,,18,1307,,,,1,4416,,,,30,17712,,,,9,746,,,,4,23604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,22-Jun-19,14:42:39,-96,,,,,,,,,,,,,,,,,,1,8,4,4,0.4,-1.2,27.3124,-82.5583,27.314,-82.5585,6/22/2019 16:05,MC,,,,,15,7,4795,,,,1,22003,,,,8,11709,,,,18,12450,,,,4,15530,,,,17,3776,,,,23,30998,,,,9,3876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179064,F264,22-Jun-19,15:03:50,-96,,,,,,,,,,,,,,,,,,2,8,4,4,0.2,-1.7,27.3111,-82.5573,27.314,-82.5585,6/22/2019 16:05,MC,,,,,15,17,28654,,,,7,27400,,,,18,8748,,,,11,17819,,,,1,28470,,,,4,8768,,,,8,27120,,,,30,5196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
