Name,ID,Day,Time,Time Offset,TimeOffset.mmss,GMT,Tag.Time,Snap,Follow.Time,Tdiff,Distance.RF,Distance.V,Bearing.Goni,Bearing.HH,TagClear,TCL,TCC,TCR,Behav,WPT,Comments,Count,Satellites,Bad Sats,Good.Sats,Residual,Time Error,Latitude,Longitude,Failures,Hauled Out,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
179062,F283,7-Jun-19,11:00:40,-26,0:00:26,4:00:00,7:00:14,0,,,,,,,,,,,,,,3,4,,4,0.7,0.6,27.4718,-82.6542,,0,27.4864,-82.6745,6/8/2019 0:50,NK,27.4718,-82.6542,,,,,15,22,987,,,,16,30344,,,,3,28801,,,,26,24663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,7-Jun-19,11:16:20,-26,0:00:26,4:00:00,7:15:54,0,,,,,,,,,,,,,,4,5,,5,9.7,0.9,27.4722,-82.6598,,0,27.4722,-82.6598,15:54.9,FastGPS,27.4722,-82.6598,,,,,15,3,26411,,,41,26,6665,,,,23,2459,,,,16,18614,,,,22,15562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,7-Jun-19,11:31:23,-26,0:00:26,4:00:00,7:30:57,0,,,,,,,,,,,,,,2,6,,6,8.1,0.1,27.4747,-82.6687,,0,27.4747,-82.6687,30:57.1,FastGPS,27.4747,-82.6687,,,,,15,31,20331,,,43,26,12155,,,,23,1464,,,,3,11601,,,,14,29126,,,,22,21856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,7-Jun-19,11:46:51,-26,0:00:26,4:00:00,7:46:25,0,,,,,,,,,,,,,,2,4,,4,0.3,0.5,27.4809,-82.6725,,0,27.4864,-82.6745,6/8/2019 0:50,NK,27.4809,-82.6725,,,,,15,16,11316,,,,26,3842,,,,31,23304,,,,27,13853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,7-Jun-19,12:00:01,-26,0:00:26,4:00:00,7:59:35,0,,,,,,,,,,,,,,2,5,,5,2.5,0.1,27.4783,-82.6686,,0,27.4783,-82.6686,59:35.1,FastGPS,27.4783,-82.6686,,,,,15,27,32338,,,41,23,1832,,,,16,32314,,,,22,19541,,,,3,21360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,7-Jun-19,12:21:01,-26,0:00:26,4:00:00,8:20:35,0,,,,,,,,,,,,,,1,4,,4,26.7,0.2,27.4825,-82.6766,,0,27.4864,-82.6745,6/8/2019 0:50,NK,27.4825,-82.6766,,,,,15,23,7166,,,,27,11888,,,,16,12738,,,,3,19148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,7-Jun-19,12:41:53,-26,0:00:26,4:00:00,8:41:27,0,,,,,,,,,,,,,,2,6,,6,4.5,0.2,27.4789,-82.6905,,0,27.4789,-82.6905,41:27.2,FastGPS,27.4789,-82.6905,,,,,15,16,19764,,,42,7,12482,,,,26,20500,,,,23,30648,,,,8,13202,,,,9,32536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,7-Jun-19,12:52:16,-26,0:00:26,4:00:00,8:51:50,0,,,,,,,,,,,,,,2,4,,4,0.3,0.5,27.4738,-82.6947,,0,27.4864,-82.6745,6/8/2019 0:50,NK,27.4738,-82.6947,,,,,15,16,4195,,,,27,29205,,,,3,1565,,,,9,13174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,7-Jun-19,13:05:39,-26,0:00:26,4:00:00,9:05:13,0,,,,,,,,,,,,,,3,7,1,6,9.7,-0.2,27.472,-82.697,,0,27.472,-82.697,05:12.8,FastGPS,27.472,-82.697,,,,,15,8,15477,,,42,7,15048,,,,27,8073,,,,16,7093,,,,23,28676,,,,4,32408,,,,9,25802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,7-Jun-19,13:16:00,-26,0:00:26,4:00:00,9:15:34,0,,,,,,,,,,,,,,2,6,,6,3.4,-0.3,27.4707,-82.696,,0,27.4707,-82.696,15:33.7,FastGPS,27.4707,-82.696,,,,,15,23,21458,,,40,8,7310,,,,9,13860,,,,27,1314,,,,16,6642,,,,7,15052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,7-Jun-19,13:26:24,-26,0:00:26,4:00:00,9:25:58,0,,,,,,,,,,,,,,2,7,1,6,10.5,-0.1,27.471,-82.6957,,0,27.471,-82.6957,25:57.8,FastGPS,27.471,-82.6957,,,,,15,8,4383,,,41,23,19040,,,,7,25602,,,,27,31737,,,,16,15658,,,,4,10784,,,,9,7264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,7-Jun-19,13:37:29,-26,0:00:26,4:00:00,9:37:03,0,,,,,,,,,,,,,,2,4,,4,,,,,,0,27.4864,-82.6745,6/8/2019 0:50,NK,,,,,,,15,27,21146,,,,7,4080,,,,9,27242,,,,4,15805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,7-Jun-19,13:48:34,-26,0:00:26,4:00:00,9:48:08,0,,,,,,,,,,,,,,2,4,,4,,,,,,0,27.4864,-82.6745,6/8/2019 0:50,NK,,,,,,,15,7,3737,,,,4,4464,,,,8,1664,,,,27,26315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,7-Jun-19,13:59:58,-26,0:00:26,4:00:00,9:59:32,0,,,,,,,,,,,,,,3,4,,4,138.9,0.2,27.4808,-82.6939,,0,27.4864,-82.6745,6/8/2019 0:50,NK,27.4808,-82.6939,,,,,15,7,31161,,,,8,29146,,,,27,20117,,,,23,8500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,7-Jun-19,14:11:41,-26,0:00:26,4:00:00,10:11:15,0,,,,,,,,,,,,,,2,5,1,4,0.2,0.4,27.4845,-82.6991,,0,27.4864,-82.6745,6/8/2019 0:50,NK,27.4845,-82.6991,,,,,15,7,16847,,,40,9,29172,,,,23,20960,,,,4,11880,,,,8,8396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,7-Jun-19,14:36:14,-26,0:00:26,4:00:00,10:35:48,0,,,,,,,,,,,,,,1,8,1,7,16.8,0.2,27.479,-82.7002,,0,27.479,-82.7002,35:48.2,FastGPS,27.479,-82.7002,,,,,15,7,1752,,,,11,7990,,,,23,13623,,,,4,651,,,,18,31586,,,,8,27654,,,,9,8170,,,,27,22614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,7-Jun-19,14:47:36,-26,0:00:26,4:00:00,10:47:10,0,,,,,,,,,,,,,,3,8,,8,11.4,0.2,27.4792,-82.7006,,0,27.4792,-82.7006,47:10.2,FastGPS,27.4792,-82.7006,,,,,15,18,12934,,,,27,20501,,,,11,22566,,,,23,12554,,,,8,16966,,,,9,26834,,,,7,7608,,,,28,8316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,7-Jun-19,15:40:49,-27,0:00:27,4:00:00,11:40:22,0,,,,,,,,,,,,,,1,4,,4,27.5,1.2,27.4862,-82.694,,0,27.4864,-82.6745,6/8/2019 0:50,NK,27.4862,-82.694,,,,,15,7,26996,,,,11,7378,,,,18,31566,,,,8,3921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,7-Jun-19,16:14:35,-27,0:00:27,4:00:00,12:14:08,0,,,,,,,,,,,,,,2,5,,5,16.2,-0.7,27.4806,-82.668,,0,27.4806,-82.668,14:07.3,FastGPS,27.4806,-82.668,,,,,15,30,15488,,,41,17,18079,,,,28,19275,,,,7,5587,,,,8,5402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,7-Jun-19,16:37:19,-27,0:00:27,4:00:00,12:36:52,0,,,,,,,,,,,,,,2,5,,5,3.9,0.8,27.4779,-82.6645,,0,27.4779,-82.6645,36:52.7,FastGPS,27.4779,-82.6645,,,,,15,1,6147,,,,7,23542,,,,30,25560,,,,11,27802,,,,18,11890,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,7-Jun-19,16:57:42,-27,0:00:27,4:00:00,12:57:15,0,,,,,,,,,,,,,,1,3,,3,,,,,,0,,,,,,,,,,,15,30,3140,,,,3,11066,,,,13,21600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,7-Jun-19,17:08:03,-27,0:00:27,4:00:00,13:07:36,0,,,,,,,,,,,,,,1,4,,4,302.8,-1,27.4858,-82.6598,,0,27.4864,-82.6745,6/8/2019 0:50,NK,27.4858,-82.6598,,,,,15,3,8592,,,,19,11134,,,,7,18340,,,,22,10232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,7-Jun-19,17:41:11,-27,0:00:27,4:00:00,13:40:44,0,,,,,,,,,,,,,,1,4,,4,211.6,-1,27.4624,-82.6613,,0,27.4864,-82.6745,6/8/2019 0:50,NK,27.4624,-82.6613,,,,,15,1,26681,,,,17,28331,,,,19,2281,,,,13,26364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,7-Jun-19,17:52:17,-27,0:00:27,4:00:00,13:51:50,0,,,,,,,,,,,,,,1,4,,4,8.6,-1,27.4782,-82.6647,,0,27.4864,-82.6745,6/8/2019 0:50,NK,27.4782,-82.6647,,,,,15,1,1919,,,,30,16714,,,,7,18522,,,,11,1828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,10:00:16,-31,0:00:31,4:00:00,5:59:45,0,,,,,,,,,,,,,,4,4,,4,0.2,0,27.4795,-82.673,,0,27.4864,-82.6745,6/8/2019 0:50,NK,27.4795,-82.673,,,,,15,16,32354,,,37,26,26193,,,,22,10656,,,,32,32616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,10:31:24,-31,0:00:31,4:00:00,6:30:53,0,,,,,,,,,,,,,,1,4,,4,0.3,0.1,27.4794,-82.6736,,0,27.4864,-82.6745,6/8/2019 0:50,NK,27.4794,-82.6736,,,,,15,22,1039,,,39,26,22386,,,,3,29376,,,,16,22897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,11:04:58,-31,0:00:31,4:00:00,7:04:27,0,,,,,,,,,,,,,,2,4,,4,0.2,0.1,27.4779,-82.6797,,0,27.4864,-82.6745,6/8/2019 0:50,NK,27.4779,-82.6797,,,,,15,22,7039,,,,3,10883,,,,26,30638,,,,31,30784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,11:21:48,-31,0:00:31,4:00:00,7:21:17,0,,,,,,,,,,,,,,2,5,,5,13.1,0,27.4793,-82.6832,,0,27.4793,-82.6832,21:17.0,FastGPS,27.4793,-82.6832,,,,,15,26,32028,,,40,23,20641,,,,16,32533,,,,3,27442,,,,14,19456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,11:39:26,-31,0:00:31,4:00:00,7:38:55,0,,,,,,,,,,,,,,2,7,,7,20.3,-0.2,27.4782,-82.6917,,0,27.4782,-82.6917,38:54.8,FastGPS,27.4782,-82.6917,,,,,15,23,30284,,,41,26,32445,,,,27,20623,,,,16,1556,,,,14,9740,,,,3,7676,,,,31,16182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,12:28:40,-31,0:00:31,4:00:00,8:28:09,0,,,,,,,,,,,,,,2,4,,4,0.3,-0.2,27.4951,-82.6984,,0,27.4864,-82.6745,6/8/2019 0:50,NK,27.4951,-82.6984,,,,,15,27,21106,,,,16,4622,,,,7,9106,,,,23,13844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,12:40:31,-31,0:00:31,4:00:00,8:40:00,0,,,,,,,,,,,,,,3,8,,8,10.9,-0.6,27.4997,-82.7032,,0,27.4997,-82.7032,39:59.4,FastGPS,27.4997,-82.7032,,,,,15,16,12970,,,,9,9221,,,,7,21440,,,,27,10409,,,,3,11088,,,,22,14872,,,,23,830,,,,26,12472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,12:49:24,-31,0:00:31,4:00:00,8:48:53,0,,,,,,,,,,,,,,3,6,,6,3.1,-0.5,27.5008,-82.702,,0,27.5008,-82.702,48:52.5,FastGPS,27.5008,-82.702,,,,,15,7,10672,,,42,16,13704,,,,27,9761,,,,8,14007,,,,9,29548,,,,26,9854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,13:00:38,-31,0:00:31,4:00:00,9:00:07,0,,,,,,,,,,,,,,1,6,,6,3.3,-0.6,27.5048,-82.702,,0,27.5048,-82.702,00:06.4,FastGPS,27.5048,-82.702,,,,,15,27,27793,,,42,8,31874,,,,16,29689,,,,7,31250,,,,23,15734,,,,26,23240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,13:10:55,-31,0:00:31,4:00:00,9:10:24,0,,,,,,,,,,,,,,1,5,,5,1.7,-0.6,27.5094,-82.6987,,0,27.5094,-82.6987,10:23.4,FastGPS,27.5094,-82.6987,,,,,15,23,26635,,,42,27,6616,,,,8,8993,,,,16,14471,,,,7,15976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,13:21:12,-31,0:00:31,4:00:00,9:20:41,0,,,,,,,,,,,,,,1,6,1,5,4.4,-0.7,27.5084,-82.6923,,0,27.5084,-82.6923,20:40.3,FastGPS,27.5084,-82.6923,,,,,15,7,16534,,,42,27,28294,,,,9,581,,,,23,15279,,,,4,2150,,,,8,29668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,13:54:05,-32,0:00:32,4:00:00,9:53:33,0,,,,,,,,,,,,,,1,5,1,4,0.3,0.4,27.4978,-82.6896,,0,27.4864,-82.6745,6/8/2019 0:50,NK,27.4978,-82.6896,,,,,15,7,24983,,,43,8,28972,,,,27,25383,,,,4,12434,,,,23,13280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,14:17:55,-32,0:00:32,4:00:00,10:17:23,0,,,,,,,,,,,,,,3,5,1,4,0.4,0.7,27.4914,-82.6958,,0,27.4864,-82.6745,6/8/2019 0:50,NK,27.4914,-82.6958,,,,,15,7,32255,,,41,23,4536,,,,8,18699,,,,4,4073,,,,9,3348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,14:29:48,-32,0:00:32,4:00:00,10:29:16,0,,,,,,,,,,,,,,2,4,,4,,,,,,0,27.4864,-82.6745,6/8/2019 0:50,NK,,,,,,,15,7,5802,,,,9,23268,,,,4,11710,,,,8,9563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,14:40:21,-32,0:00:32,4:00:00,10:39:49,0,,,,,,,,,,,,,,1,4,,4,,,,,,0,27.4864,-82.6745,6/8/2019 0:50,NK,,,,,,,15,7,6069,,,,4,13602,,,,9,7896,,,,11,18678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,14:46:59,-32,0:00:32,4:00:00,10:46:27,0,,,,,,,,,,,,,,2,4,,4,,,,,,0,27.4864,-82.6745,6/8/2019 0:50,NK,,,,,,,15,7,21279,,,,4,7896,,,,23,4666,,,,9,24592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,15:09:26,-32,0:00:32,4:00:00,11:08:54,0,,,,,,,,,,,,,,2,4,,4,0.3,0.9,27.4797,-82.6979,,0,27.4864,-82.6745,6/8/2019 0:50,NK,27.4797,-82.6979,,,,,15,8,19716,,,,11,26073,,,,18,16814,,,,7,26792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,15:19:58,-32,0:00:32,4:00:00,11:19:26,0,,,,,,,,,,,,,,1,4,,4,,,,,,0,27.4864,-82.6745,6/8/2019 0:50,NK,,,,,,,15,7,11094,,,,1,15736,,,,11,16150,,,,4,17177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,15:40:49,-32,0:00:32,4:00:00,11:40:17,0,,,,,,,,,,,,,,2,7,,7,9.8,0,27.4794,-82.6986,,0,27.4794,-82.6986,40:17.0,FastGPS,27.4794,-82.6986,,,,,15,7,760,,,43,30,5072,,,,1,20628,,,,18,7136,,,,11,15702,,,,28,19040,,,,17,10332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,15:51:43,-32,0:00:32,4:00:00,11:51:11,0,,,,,,,,,,,,,,1,7,,7,8.3,0.7,27.4788,-82.6988,,0,27.4788,-82.6988,51:11.6,FastGPS,27.4788,-82.6988,,,,,15,18,2992,,,,8,14481,,,,1,5750,,,,11,11903,,,,17,4008,,,,7,25074,,,,28,28094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,16:07:50,-32,0:00:32,4:00:00,12:07:18,0,,,,,,,,,,,,,,1,4,,4,0.4,0.3,27.4787,-82.699,,0,27.4864,-82.6745,6/8/2019 0:50,NK,27.4787,-82.699,,,,,15,17,4727,,,,18,18058,,,,7,2396,,,,1,22352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,16:45:17,-32,0:00:32,4:00:00,12:44:45,0,,,,,,,,,,,,,,1,6,,6,10.3,-0.3,27.4803,-82.6923,,0,27.4803,-82.6923,44:44.7,FastGPS,27.4803,-82.6923,,,,,15,18,28456,,,39,1,14888,,,,11,15745,,,,30,5112,,,,7,5932,,,,8,13194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,16:57:03,-32,0:00:32,4:00:00,12:56:31,0,,,,,,,,,,,,,,1,4,,4,0.5,-0.4,27.4809,-82.6881,,0,27.4864,-82.6745,6/8/2019 0:50,NK,27.4809,-82.6881,,,,,15,17,19302,,,,7,9898,,,,30,4910,,,,28,5876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,17:08:53,-32,0:00:32,4:00:00,13:08:21,0,,,,,,,,,,,,,,3,8,,8,7.6,-0.2,27.4804,-82.6776,,0,27.4804,-82.6776,08:20.8,FastGPS,27.4804,-82.6776,,,,,15,17,19359,,,,7,20704,,,,1,11357,,,,30,10183,,,,19,11708,,,,18,12688,,,,11,10644,,,,28,10682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,8-Jun-19,17:20:14,-32,0:00:32,4:00:00,13:19:42,0,,,,,,,,,,,,,,1,4,,4,1,-1,27.4805,-82.6703,,0,27.4804,-82.6776,08:20.8,FastGPS,27.4805,-82.6703,,,,,15,30,12823,,,,7,31840,,,,17,18988,,,,1,9331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,9-Jun-19,10:31:53,-36,0:00:36,4:00:00,6:31:17,0,,,,,,,,,,,,,,5,8,4,4,0.1,-0.9,27.4812,-82.6713,,0,27.4848,-82.6972,6/9/2019 12:08,SR,27.4812,-82.6713,,,,,15,32,3634,,,,14,28979,,,,31,27237,,,,26,14863,,,,29,13554,,,,16,28628,,,,3,27412,,,,22,25676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,9-Jun-19,10:47:38,-36,0:00:36,4:00:00,6:47:02,0,,,,,,,,,,,,,,1,4,,4,0.3,-1,27.4809,-82.6711,,0,27.4848,-82.6972,6/9/2019 12:08,SR,27.4809,-82.6711,,,,,15,31,6274,,,,14,8244,,,,22,13770,,,,3,2926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,9-Jun-19,11:02:36,-36,0:00:36,4:00:00,7:02:00,0,,,,,,,,,,,,,,3,5,1,4,0.3,-0.7,27.481,-82.6706,,0,27.4848,-82.6972,6/9/2019 12:08,SR,27.481,-82.6706,,,,,15,22,22119,,,41,3,27504,,,,32,14127,,,,26,12962,,,,31,13180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,9-Jun-19,11:18:33,-36,0:00:36,4:00:00,7:17:57,0,,,,,,,,,,,,,,4,5,,5,9.3,-0.6,27.4778,-82.672,,0,27.4778,-82.672,17:56.4,FastGPS,27.4778,-82.672,,,,,15,26,9933,,,41,23,3655,,,,31,15213,,,,16,12123,,,,14,30016,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,9-Jun-19,11:33:54,-36,0:00:36,4:00:00,7:33:18,0,,,,,,,,,,,,,,2,4,,4,0.8,-1.4,27.4819,-82.6759,,0,27.4848,-82.6972,6/9/2019 12:08,SR,27.4819,-82.6759,,,,,15,23,19152,,,,16,29351,,,,3,4446,,,,26,30178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,9-Jun-19,12:00:38,-36,0:00:36,4:00:00,8:00:02,0,,,,,,,,,,,,,,3,4,,4,0.2,-0.1,27.4795,-82.6898,,0,27.4848,-82.6972,6/9/2019 12:08,SR,27.4795,-82.6898,,,,,15,3,25695,,,39,7,16526,,,,22,22809,,,,31,11980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,9-Jun-19,12:11:37,-36,0:00:36,4:00:00,8:11:01,0,,,,,,,,,,,,,,4,4,,4,1.1,-0.3,27.481,-82.6937,,0,27.4848,-82.6972,6/9/2019 12:08,SR,27.481,-82.6937,,,,,15,16,18241,,,,27,11526,,,,26,1717,,,,23,7793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,9-Jun-19,12:45:25,-37,0:00:37,4:00:00,8:44:48,0,,,,,,,,,,,,,,4,6,,6,12.5,0,27.4711,-82.6962,,0,27.4711,-82.6962,44:48.0,FastGPS,27.4711,-82.6962,,,,,15,7,10019,,,42,8,13933,,,,9,29267,,,,23,31476,,,,26,9144,,,,27,9572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,9-Jun-19,13:15:13,-37,0:00:37,4:00:00,9:14:36,0,,,,,,,,,,,,,,5,6,,6,22.8,-0.3,27.4693,-82.6941,,0,27.4693,-82.6941,14:35.7,FastGPS,27.4693,-82.6941,,,,,15,9,29261,,,40,7,8451,,,,27,29543,,,,8,25056,,,,18,27812,,,,23,16834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,9-Jun-19,13:25:44,-37,0:00:37,4:00:00,9:25:07,0,,,,,,,,,,,,,,1,4,,4,6.5,1.5,27.4735,-82.6744,,0,27.4804,-82.6776,08:20.8,FastGPS,27.4735,-82.6744,,,,,15,16,10047,,,,27,5872,,,,7,2025,,,,8,1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,9-Jun-19,13:36:26,-37,0:00:37,4:00:00,9:35:49,0,,,,,,,,,,,,,,4,6,1,5,2.7,-0.2,27.4651,-82.6902,,0,27.4651,-82.6902,35:48.8,FastGPS,27.4651,-82.6902,,,,,15,7,20268,,,44,9,26012,,,,4,25874,,,,27,706,,,,16,24694,,,,23,21058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,9-Jun-19,13:46:33,-37,0:00:37,4:00:00,9:45:56,0,,,,,,,,,,,,,,2,5,1,4,0.9,-4.1,27.4845,-82.6845,,0,27.4814,-82.6704,14:11.9,FastGPS,27.4845,-82.6845,,,,,15,8,25686,,,38,7,10706,,,,23,20213,,,,9,19074,,,,4,3742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,9-Jun-19,13:56:36,-37,0:00:37,4:00:00,9:55:59,0,,,,,,,,,,,,,,1,5,1,4,1,0.2,27.4625,-82.6898,,0,27.4814,-82.6704,14:11.9,FastGPS,27.4625,-82.6898,,,,,15,7,9593,,,41,4,18902,,,,8,26283,,,,9,16404,,,,27,3538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179062,F283,9-Jun-19,14:08:08,-37,0:00:37,4:00:00,10:07:31,0,,,,,,,,,,,,,,2,4,,4,1.5,-1.1,27.4667,-82.6901,,0,27.4814,-82.6704,14:11.9,FastGPS,27.4667,-82.6901,,,,,15,8,7300,,,,7,31083,,,,27,18366,,,,9,26457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
