Name,ID,Day,Time,Time Offset,TimeOffset.mmss,GMT,Tag.Time,Snap,Follow.Time,Tdiff,Distance.RF,Distance.V,Bearing.Goni,Bearing.HH,TagClear,TCL,TCC,TCR,Behav,WPT,Comments,Count,Satellites,Bad Sats,Good.Sats,Residual,Time Error,Latitude,Longitude,LocNumber,Failures,Hauled Out,InitLat,InitLon,InitTime,InitType,Height,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
179063,F266,20-Jun-19,17:01:48,-82,,,,,,,,,,,,,,,,,,2,8,,8,12.1,-0.5,27.3496,-82.6009,,,0,27.3496,-82.6009,00:25.5,FastGPS,,,,,15,7,6387,,,,18,29154,,,,19,30899,,,,3,25287,,,,11,19836,,,,17,676,,,,22,29284,,,,30,5886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,20-Jun-19,17:22:54,-82,,,,,,,,,,,,,,,,,,2,5,,5,5.3,-0.9,27.3495,-82.6009,,,0,27.3495,-82.6009,21:31.1,FastGPS,,,,,15,30,16908,,,42,1,19656,,,,28,1556,,,,7,23379,,,,17,22784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,20-Jun-19,17:33:09,-82,,,,,,,,,,,,,,,,,,1,6,,6,10.1,-1.2,27.3494,-82.601,,,0,27.3494,-82.601,31:45.8,FastGPS,,,,,15,30,8773,,,43,17,21783,,,,7,5826,,,,1,7827,,,,11,8236,,,,22,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,20-Jun-19,17:43:31,-82,,,,,,,,,,,,,,,,,,1,4,,4,0.2,-1.1,27.3519,-82.5997,,,0,27.3496,-82.6009,58:29.9,FastGPS,,,,,15,28,2906,,,,1,15679,,,,3,12696,,,,17,9140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,20-Jun-19,17:53:38,-82,,,,,,,,,,,,,,,,,,2,4,,4,0.9,-1.6,27.3494,-82.6007,,,0,27.3496,-82.6009,58:29.9,FastGPS,,,,,15,28,23411,,,,30,26890,,,,17,24934,,,,1,19782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,10:03:55,-85,,,,,,,,,,,,,,,,,,1,6,,6,2.7,-0.1,27.3392,-82.5817,,,0,27.3392,-82.5817,02:29.9,FastGPS,,,,,15,14,10133,,,43,31,4488,,,,26,4056,,,,22,15346,,,,32,20870,,,,16,10896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,10:19:09,-85,,,,,,,,,,,,,,,,,,1,4,,4,0.2,-0.3,27.342,-82.5935,,,0,27.3496,-82.6009,58:29.9,FastGPS,,,,,15,31,5592,,,45,14,2931,,,,26,4370,,,,32,30663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,10:34:22,-85,,,,,,,,,,,,,,,,,,1,7,,7,4.4,-1.9,27.3463,-82.5975,,,0,27.3463,-82.5975,32:55.1,FastGPS,,,,,15,26,16692,,,,14,7641,,,,32,22474,,,,3,18630,,,,22,30682,,,,31,24784,,,,16,28510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,11:06:20,-85,,,,,,,,,,,,,,,,,,2,5,,5,5,-0.1,27.3491,-82.6001,,,0,27.3491,-82.6001,04:54.9,FastGPS,,,,,15,26,22034,,,44,3,11584,,,,22,10215,,,,31,24318,,,,23,7382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,11:23:02,-85,,,,,,,,,,,,,,,,,,1,4,,4,1.1,-0.8,27.3492,-82.6007,,,0,27.3496,-82.6009,58:29.9,FastGPS,,,,,15,27,3755,,,,3,21084,,,,26,24669,,,,31,11047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,11:39:12,-85,,,,,,,,,,,,,,,,,,1,4,,4,0.2,-0.4,27.3489,-82.6012,,,0,27.3496,-82.6009,58:29.9,FastGPS,,,,,15,26,32145,,,,27,26808,,,,23,19984,,,,31,1566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,11:52:30,-85,,,,,,,,,,,,,,,,,,1,4,,4,0.1,-0.8,27.3501,-82.6008,,,0,27.3496,-82.6009,58:29.9,FastGPS,,,,,15,23,21176,,,,26,12177,,,,27,30644,,,,16,13223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,12:00:01,-86,,,,,,,,,,,,,,,,,,2,4,,4,0.3,0.6,27.3495,-82.6008,,,0,27.3496,-82.6009,58:29.9,FastGPS,,,,,15,23,6301,,,41,27,16883,,,,16,6815,,,,26,3521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,12:20:49,-86,,,,,,,,,,,,,,,,,,1,4,,4,0.3,0,27.3598,-82.5905,,,0,27.3496,-82.6009,58:29.9,FastGPS,,,,,15,27,32510,,,,8,8700,,,,16,31164,,,,23,19964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,12:31:26,-86,,,,,,,,,,,,,,,,,,1,0,,0,,,,,,,0,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,12:42:09,-86,,,,,,,,,,,,,,,,,,2,4,,4,1.2,0.5,27.3636,-82.5967,,,0,27.3496,-82.6009,58:29.9,FastGPS,,,,,15,27,7751,,,43,9,17114,,,,16,2246,,,,26,31347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,12:52:39,-86,,,,,,,,,,,,,,,,,,2,4,,4,,,,,,,0,27.3496,-82.6009,58:29.9,FastGPS,,,,,15,9,10184,,,,16,21718,,,,27,4760,,,,4,15260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,13:06:30,-86,,,,,,,,,,,,,,,,,,2,4,,4,,,,,,,0,27.3496,-82.6009,58:29.9,FastGPS,,,,,15,4,17060,,,,27,10720,,,,23,31196,,,,8,30325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,13:17:20,-86,,,,,,,,,,,,,,,,,,1,5,1,4,0.4,-0.3,27.3493,-82.6007,,,0,27.3496,-82.6009,58:29.9,FastGPS,,,,,15,4,15347,,,42,16,6626,,,,9,31272,,,,23,16302,,,,27,27962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,13:28:30,-86,,,,,,,,,,,,,,,,,,1,4,,4,0.8,0.2,27.3495,-82.6011,,,0,27.3496,-82.6009,58:29.9,FastGPS,,,,,15,23,25472,,,,8,18117,,,,9,32704,,,,27,3762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,13:39:30,-86,,,,,,,,,,,,,,,,,,2,6,1,5,9.5,0.4,27.3495,-82.601,,,0,27.3495,-82.601,38:04.4,FastGPS,,,,,15,23,20835,,,44,16,23304,,,,9,17476,,,,27,31116,,,,28,13898,,,,4,8090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,13:49:46,-86,,,,,,,,,,,,,,,,,,2,6,1,5,13,-0.2,27.349,-82.6001,,,0,27.349,-82.6001,48:19.8,FastGPS,,,,,15,9,9171,,,42,4,16810,,,,27,3726,,,,8,1722,,,,23,27026,,,,16,6690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,14:10:27,-86,,,,,,,,,,,,,,,,,,1,4,,4,,,,,,,0,27.3496,-82.6009,58:29.9,FastGPS,,,,,15,9,9904,,,,4,15593,,,,27,5527,,,,23,31241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,14:20:45,-86,,,,,,,,,,,,,,,,,,2,4,,4,0.5,-0.6,27.3438,-82.6007,,,0,27.3496,-82.6009,58:29.9,FastGPS,,,,,15,8,21007,,,,27,2295,,,,11,9875,,,,18,1165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,14:51:38,-86,,,,,,,,,,,,,,,,,,1,4,,4,0.6,-1.4,27.3496,-82.6007,,,0,27.3496,-82.6009,58:29.9,FastGPS,,,,,15,7,32297,,,,11,16907,,,,8,20127,,,,18,8671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,15:35:23,-86,,,,,,,,,,,,,,,,,,1,4,,4,,,,,,,0,27.348,-82.5859,6/20/2019 23:02,NP,,,,,15,8,1190,,,,1,1924,,,,18,21063,,,,4,24220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,15:45:53,-86,,,,,,,,,,,,,,,,,,2,6,,6,3.5,-0.1,27.3497,-82.601,,,0,27.3497,-82.601,44:26.9,FastGPS,,,,,15,7,3852,,,44,11,8469,,,,1,26908,,,,30,13660,,,,18,23840,,,,28,8528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,15:54:23,-86,,,,,,,,,,,,,,,,,,2,6,,6,8.9,0,27.3507,-82.6007,,,0,27.3507,-82.6007,52:57.0,FastGPS,,,,,15,11,11546,,,41,1,11533,,,,8,10731,,,,18,23800,,,,13,15950,,,,30,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,16:25:17,-86,,,,,,,,,,,,,,,,,,1,8,,8,17.4,-1.3,27.3496,-82.601,,,0,27.3496,-82.601,23:49.7,FastGPS,,,,,15,17,31177,,,,7,31843,,,,8,2958,,,,13,4952,,,,22,23906,,,,28,28898,,,,30,4534,,,,1,32100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,16:35:46,-86,,,,,,,,,,,,,,,,,,1,4,,4,0.7,-1.6,27.3501,-82.6032,,,0,27.348,-82.5859,6/20/2019 23:02,NP,,,,,15,7,1360,,,,30,28204,,,,17,18427,,,,18,23502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,16:46:06,-86,,,,,,,,,,,,,,,,,,1,8,,8,10.9,-1.3,27.3496,-82.6008,,,0,27.3496,-82.6008,44:38.7,FastGPS,,,,,15,7,2097,,,,18,24483,,,,19,16287,,,,13,1806,,,,17,4106,,,,22,848,,,,30,15312,,,,3,10550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,16:56:58,-86,,,,,,,,,,,,,,,,,,1,4,,4,0.2,-1.4,27.3489,-82.5993,,,0,27.348,-82.5859,6/20/2019 23:02,NP,,,,,15,30,17362,,,,7,19128,,,,17,9026,,,,1,29088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,17:07:54,-86,,,,,,,,,,,,,,,,,,2,8,,8,9.9,-1.7,27.3495,-82.6008,,,0,27.3495,-82.6008,06:26.3,FastGPS,,,,,15,30,13598,,,,1,20433,,,,11,20492,,,,3,17472,,,,7,52,,,,17,10934,,,,22,4318,,,,28,12666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,17:18:13,-87,,,,,,,,,,,,,,,,,,1,8,,8,10.8,0.1,27.3495,-82.6008,,,0,27.3495,-82.6008,16:46.1,FastGPS,,,,,15,3,13141,,,,30,23664,,,,1,26294,,,,11,25738,,,,19,21496,,,,22,14430,,,,18,21018,,,,17,26586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,17:28:13,-87,,,,,,,,,,,,,,,,,,1,3,,3,,,,,,,0,,,,,,,,,15,19,29556,,,42,30,12124,,,,22,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,17:39:00,-87,,,,,,,,,,,,,,,,,,1,8,,8,9.2,0.6,27.3494,-82.601,,,0,27.3494,-82.601,37:33.6,FastGPS,,,,,15,1,9751,,,,30,14290,,,,22,1080,,,,3,4612,,,,11,13010,,,,28,27350,,,,19,23198,,,,17,1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jun-19,17:49:03,-87,,,,,,,,,,,,,,,,,,1,6,,6,2.2,-0.8,27.3493,-82.601,,,0,27.3493,-82.601,47:35.2,FastGPS,,,,,15,17,25978,,,40,3,32530,,,,28,24288,,,,1,23245,,,,22,11156,,,,30,30656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,10:02:05,-90,,,,,,,,,,,,,,,,,,1,5,1,4,0.9,-1.3,27.348,-82.5895,,,0,27.3355,-82.5851,6/22/2019 1:16,MA,,,,,15,26,27913,,,39,16,7731,,,,22,6640,,,,31,27932,,,,3,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,10:32:38,-90,,,,,,,,,,,,,,,,,,1,4,,4,0.2,-0.8,27.3608,-82.6021,,,0,27.3355,-82.5851,6/22/2019 1:16,MA,,,,,15,26,14314,,,,31,23754,,,,14,4128,,,,16,30649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,10:47:52,-90,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,0,,,,,,,,,15,16,17266,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,11:23:14,-90,,,,,,,,,,,,,,,,,,2,4,,4,1.4,-0.9,27.3606,-82.6051,,,0,27.3355,-82.5851,6/22/2019 1:16,MA,,,,,15,31,19489,,,,3,27058,,,,16,15676,,,,23,27126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,11:39:12,-90,,,,,,,,,,,,,,,,,,1,4,,4,0.4,-1.4,27.3494,-82.6005,,,0,27.3355,-82.5851,6/22/2019 1:16,MA,,,,,15,31,21568,,,,3,18945,,,,22,21382,,,,23,21091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,12:02:27,-90,,,,,,,,,,,,,,,,,,1,5,1,4,0.5,-1.7,27.3415,-82.5826,,,0,27.3355,-82.5851,6/22/2019 1:16,MA,,,,,15,9,20530,,,43,23,31984,,,,26,8844,,,,16,13280,,,,31,32720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,12:23:38,-90,,,,,,,,,,,,,,,,,,2,4,,4,0.5,-1.4,27.3298,-82.5877,,,0,27.3355,-82.5851,6/22/2019 1:16,MA,,,,,15,16,4238,,,,26,31737,,,,23,7522,,,,27,20154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,12:34:16,-90,,,,,,,,,,,,,,,,,,2,4,,4,0.4,-1.5,27.3342,-82.5836,,,0,27.3355,-82.5851,6/22/2019 1:16,MA,,,,,15,23,13420,,,41,27,26269,,,,8,25050,,,,9,24881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,12:44:28,-90,,,,,,,,,,,,,,,,,,2,5,1,4,1.1,-1.9,27.334,-82.5832,,,0,27.3355,-82.5851,6/22/2019 1:16,MA,,,,,15,4,20162,,,41,8,26723,,,,27,28660,,,,9,22713,,,,23,15898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,12:55:43,-90,,,,,,,,,,,,,,,,,,2,6,1,5,4.3,-1.5,27.3345,-82.5826,,,0,27.3345,-82.5826,54:11.5,FastGPS,,,,,15,23,29562,,,44,4,18372,,,,27,9303,,,,9,944,,,,16,21914,,,,8,9100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,13:07:11,-90,,,,,,,,,,,,,,,,,,2,5,1,4,0.7,-1.3,27.3397,-82.5834,,,0,27.3355,-82.5851,6/22/2019 1:16,MA,,,,,15,4,21437,,,42,27,27570,,,,8,28209,,,,9,15918,,,,23,15478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,13:18:08,-90,,,,,,,,,,,,,,,,,,1,4,,4,,,,,,,0,27.3355,-82.5851,6/22/2019 1:16,MA,,,,,15,9,29363,,,,4,22030,,,,23,3141,,,,8,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,13:28:42,-90,,,,,,,,,,,,,,,,,,1,4,,4,,,,,,,0,27.3355,-82.5851,6/22/2019 1:16,MA,,,,,15,27,27715,,,,4,11865,,,,8,20094,,,,23,16824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,13:38:58,-90,,,,,,,,,,,,,,,,,,1,4,,4,0.8,-0.9,27.348,-82.5963,,,0,27.3355,-82.5851,6/22/2019 1:16,MA,,,,,15,8,1416,,,,27,17702,,,,28,20888,,,,16,13096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,13:48:53,-90,,,,,,,,,,,,,,,,,,1,6,2,4,134.6,0.5,27.3403,-82.5866,,,0,27.3494,-82.601,37:33.6,FastGPS,,,,,15,23,21404,,,43,28,27165,,,,8,2742,,,,27,30714,,,,16,4524,,,,4,21588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,14:10:10,-90,,,,,,,,,,,,,,,,,,1,8,4,4,284.3,0.5,27.3633,-82.6187,,,0,27.3494,-82.601,37:33.6,FastGPS,,,,,15,27,10774,,,,9,19994,,,,11,9243,,,,18,335,,,,28,3452,,,,23,4070,,,,4,30704,,,,7,8478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,14:20:11,-91,,,,,,,,,,,,,,,,,,1,4,,4,871.8,1.5,27.3498,-82.6129,,,0,27.3494,-82.601,37:33.6,FastGPS,,,,,15,18,30892,,,,8,1380,,,,7,837,,,,9,30960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,15:02:51,-91,,,,,,,,,,,,,,,,,,1,4,,4,,,,,,,0,27.3494,-82.601,37:33.6,FastGPS,,,,,15,1,761,,,,13,8250,,,,4,18509,,,,9,27042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,15:13:54,-91,,,,,,,,,,,,,,,,,,3,8,4,4,551.9,1.5,27.3471,-82.5807,,,0,27.3494,-82.601,37:33.6,FastGPS,,,,,15,7,12181,,,,8,16422,,,,18,28371,,,,30,15598,,,,1,4190,,,,11,6108,,,,13,16410,,,,28,20634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,15:24:19,-91,,,,,,,,,,,,,,,,,,2,4,,4,96.3,1.5,27.3639,-82.5924,,,0,27.3494,-82.601,37:33.6,FastGPS,,,,,15,30,14921,,,,8,30455,,,,11,15346,,,,18,2904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,15:44:02,-91,,,,,,,,,,,,,,,,,,3,7,3,4,388.9,1.5,27.3437,-82.5903,,,0,27.3976,-82.6746,6/23/2019 13:37,NK,,,,,15,7,31798,,,43,17,25297,,,,18,19173,,,,1,26598,,,,4,6030,,,,11,4552,,,,8,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,16:05:04,-91,,,,,,,,,,,,,,,,,,2,8,4,4,11.9,1.6,27.339,-82.5908,,,0,27.3976,-82.6746,6/23/2019 13:37,NK,,,,,15,7,22874,,,,30,24367,,,,1,27293,,,,17,11364,,,,18,11404,,,,11,5656,,,,8,23638,,,,22,32144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,16:15:33,-91,,,,,,,,,,,,,,,,,,1,7,3,4,1151.5,1.5,27.345,-82.5936,,,0,27.3976,-82.6746,6/23/2019 13:37,NK,,,,,15,17,19766,,,46,7,15269,,,,22,11080,,,,8,16903,,,,1,5722,,,,13,4214,,,,11,3812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,16:25:46,-91,,,,,,,,,,,,,,,,,,2,7,3,4,868.5,1.5,27.3505,-82.5952,,,0,27.3976,-82.6746,6/23/2019 13:37,NK,,,,,15,17,2460,,,43,30,29482,,,,22,29472,,,,8,21546,,,,28,3420,,,,7,14750,,,,13,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,16:36:17,-91,,,,,,,,,,,,,,,,,,2,8,4,4,97.7,1.6,27.3688,-82.6159,,,0,27.3976,-82.6746,6/23/2019 13:37,NK,,,,,15,1,2372,,,,22,15224,,,,3,15928,,,,18,2224,,,,28,28028,,,,30,15482,,,,7,12834,,,,11,14184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,16:56:24,-91,,,,,,,,,,,,,,,,,,2,8,4,4,1156.5,1.5,27.3452,-82.5965,,,0,27.3976,-82.6746,6/23/2019 13:37,NK,,,,,15,7,22533,,,,11,4880,,,,17,29028,,,,3,25161,,,,18,12346,,,,30,25854,,,,1,2930,,,,19,30966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,17:07:05,-91,,,,,,,,,,,,,,,,,,2,5,1,4,95.9,1.6,27.4852,-82.6367,,,0,27.3976,-82.6746,6/23/2019 13:37,NK,,,,,15,28,15196,,,40,1,6912,,,,11,6845,,,,19,28184,,,,17,10454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,17:17:28,-91,,,,,,,,,,,,,,,,,,2,7,3,4,219.9,1.5,27.3678,-82.6396,,,0,27.3976,-82.6746,6/23/2019 13:37,NK,,,,,15,30,22594,,,45,1,23590,,,,3,27854,,,,11,23480,,,,17,4882,,,,28,18690,,,,22,23444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,17:27:31,-91,,,,,,,,,,,,,,,,,,1,8,4,4,249.7,1.5,27.3852,-82.5906,,,0,27.3976,-82.6746,6/23/2019 13:37,NK,,,,,15,3,13773,,,,17,14619,,,,1,23030,,,,22,23902,,,,30,25608,,,,19,27484,,,,28,3412,,,,11,24494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,17:37:34,-91,,,,,,,,,,,,,,,,,,1,4,,4,241.3,1.5,27.3412,-82.5808,,,0,27.3976,-82.6746,6/23/2019 13:37,NK,,,,,15,30,13303,,,,1,7553,,,,11,11972,,,,19,2808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,17:47:51,-91,,,,,,,,,,,,,,,,,,1,6,2,4,221.2,1.5,27.3867,-82.5882,,,0,27.3976,-82.6746,6/23/2019 13:37,NK,,,,,15,17,30050,,,44,3,4265,,,,22,10872,,,,1,14826,,,,30,23440,,,,28,29352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jun-19,17:58:16,-91,,,,,,,,,,,,,,,,,,1,8,4,4,244.2,1.5,27.3921,-82.5856,,,0,27.3976,-82.6746,6/23/2019 13:37,NK,,,,,15,17,806,,,,1,5051,,,,3,5688,,,,22,27389,,,,19,16286,,,,6,23714,,,,30,16242,,,,28,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,23-Jun-19,0:00:37,-92,,,,,,,,,,,,,,,,,,2,5,,5,4.6,-1.5,27.3312,-82.5861,,,0,27.3312,-82.5861,59:03.5,FastGPS,,,,,15,5,3092,,,46,12,18048,,,,13,11920,,,,25,30277,,,,29,29682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,23-Jun-19,10:00:03,-94,,,,,,,,,,,,,,,,,,1,5,1,4,0.4,-1.4,27.4103,-82.6402,,,0,27.3976,-82.6746,6/23/2019 13:37,NK,,,,,15,26,22077,,,41,31,21632,,,,14,25532,,,,16,6930,,,,32,30570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
